locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,159,85,17,34,13,14,2,-4,1026,65,1,20141124170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,162,83,16,38,5,14,2,-4,1026,65,1,20141124170000
3,West Park officials,,39.930333,116.345162,153,67,16,37,10,12,2,-4,1026,65,1,20141124170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,165,77,16,39,7,15,2,-4,1026,65,1,20141124170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,160,86,13,44,10,11,2,-4,1026,65,1,20141124170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,169,90,22,40,21,13,2,-4,1026,65,1,20141124170000
7,Haidian Wanliu,,39.988245,116.293062,164,92,6,46,14,14,2,-4,1026,65,1,20141124170000
8,The Haidian northern New Area,,40.091313,116.180194,188,122,1,37,10,21,2,-4,1026,65,1,20141124170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,167,84,7,40,12,13,2,-4,1026,65,1,20141124170000
10,Fengtai garden,,39.86423,116.285037,159,97,1,35,18,16,2,-4,1026,65,1,20141124170000
11,Fengtai Yungang,,39.82535,116.152237,192,110,2,45,19,18,2,-4,1026,65,1,20141124170000
12,Shijingshan city,,39.915286,116.190144,197,150,12,48,21,20,2,-4,1026,65,1,20141124170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,237,134,2,40,12,21,2,-4,1026,65,1,20141124170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,171,79,4,34,11,14,2,-4,1026,65,1,20141124170000
15,BDA,,39.796197,116.51197,164,68,8,35,2,12,2,-4,1026,65,1,20141124170000
16,Tongzhou New Town,,39.887113,116.6689,256,139,2,41,29,24,2,-4,1026,65,1,20141124170000
17,Shunyi New Town ,,40.128111,116.660908,188,117,26,38,6,16,2,-4,1026,65,1,20141124170000
18,Changping Town,,40.218245,116.236084,160,75,17,37,12,14,2,-4,1026,65,1,20141124170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,167,88,3,37,15,19,2,-4,1026,65,1,20141124170000
20,Pinggu town,,40.144433,117.106563,158,62,8,19,7,16,2,-4,1026,65,1,20141124170000
21,Huairou town,,40.329104,116.63387,162,73,27,28,7,14,1,-4,1026,70,1,20141124170000
