locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
296,"Boshan shuangshan, Zibo",,36.497278,117.853581,184,140,8,36,76,20,3,-16,0,22,3,20141225170000
1,Dongcheng Dongsi,,39.9304,116.423239,143,57,27,38,14,8,-2,-11,1033,51,2,20141225170000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,42,19,29,33,7,9,-3,-13,1034,47,2,20141225170000
3,West Park officials,,39.930333,116.345162,81,29,22,38,18,9,1,-14,1033,32,4,20141225170000
4,West Wanshou Nishinomiya,,39.879354,116.358183,66,19,28,32,12,11,-4,-13,1034,50,3,20141225170000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,160,103,19,30,19,8,-8,-15,1029,58,1,20141225170000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,43,18,30,24,11,5,-5,-13,1034,54,2,20141225170000
7,Haidian Wanliu,,39.988245,116.293062,55,20,18,31,13,14,-5,-13,1034,54,2,20141225170000
8,The Haidian northern New Area,,40.091313,116.180194,165,68,4,25,10,45,-4,-13,1034,50,3,20141225170000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,23,8,30,6,6,3,2,-14,1034,30,5,20141225170000
10,Fengtai garden,,39.86423,116.285037,152,88,4,48,25,11,1,-14,1033,32,4,20141225170000
11,Fengtai Yungang,,39.82535,116.152237,65,22,15,14,8,10,6,-14,1031,23,2,20141225170000
12,Shijingshan city,,39.915286,116.190144,65,20,27,20,12,4,3,-14,1033,28,6,20141225170000
13,"Fangshan, Liangxiang",,39.743357,116.14225,121,49,4,30,45,28,5,-14,1034,24,4,20141225170000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,120,51,12,39,21,34,0,-14,1035,35,4,20141225170000
15,BDA,,39.796197,116.51197,101,84,6,34,15,18,-7,-14,1034,58,3,20141225170000
16,Tongzhou New Town,,39.887113,116.6689,66,19,14,22,8,7,6,-13,1031,25,3,20141225170000
17,Shunyi New Town ,,40.128111,116.660908,42,12,29,10,3,4,4,-14,1031,26,2,20141225170000
18,Changping Town,,40.218245,116.236084,87,51,23,21,7,5,1,-13,1032,35,0,20141225170000
19,"Mentougou, Longquan Town",,39.938397,116.112323,40,23,8,19,9,21,-3,-13,1034,47,3,20141225170000
20,Pinggu town,,40.144433,117.106563,35,22,24,4,3,4,5,-14,1034,24,4,20141225170000
21,Huairou town,,40.329104,116.63387,89,47,29,29,5,14,-3,-13,1034,47,3,20141225170000
22,The town of Miyun,,40.371186,116.838053,132,61,1,28,10,19,0,-14,1035,35,4,20141225170000
23,Yanqing town,,40.454217,115.978106,167,68,18,30,22,12,-2,-11,1033,51,2,20141225170000
